SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
BA,14,F,1,461.2,584.8,580.9,675.0,640.0,Q
BA,14,M,0,506.7,511.3,519.2,523.4,640.0,E
BA,14,M,1,515.1,567.0,581.6,600.0,660.0,B
BA,14,F,1,,437.3,513.7,,600.0,C
BA,14,F,0,361.6,517.7,506.8,510.8,480.0,D
BA,14,F,0,,,,,,C
BA,14,F,0,,,,,,D
BA,14,F,0,,,,,,Q
BA,14,M,0,463.5,490.2,431.3,607.8,460.0,C
BA,13,M,0,535.6,477.3,554.4,703.5,500.0,D
BA,14,M,1,378.0,477.7,503.8,633.7,720.0,C
BA,14,M,1,450.9,456.9,523.0,483.7,540.0,D
BA,14,F,0,412.3,457.1,437.9,450.5,240.0,E
BA,14,F,0,441.3,523.1,558.1,648.0,600.0,F
BA,14,F,1,468.4,513.7,563.8,609.2,560.0,D
BA,14,M,1,380.5,348.4,422.8,402.2,600.0,G
BA,14,M,1,625.9,554.9,579.0,736.9,680.0,O
BA,14,F,1,418.9,376.1,499.1,505.4,540.0,C
BA,14,M,0,363.5,323.7,438.8,443.2,520.0,G
BA,14,F,0,484.7,537.5,555.8,629.6,760.0,Q
BA,14,F,0,442.4,433.9,528.8,521.9,620.0,C
BA,14,M,0,443.4,354.6,468.7,446.8,580.0,G
BA,14,F,1,470.2,503.9,549.3,516.9,760.0,G
BA,14,M,0,403.2,392.7,435.1,577.5,580.0,C
BA,14,M,0,440.4,349.4,506.2,595.7,600.0,B
BA,14,M,1,,501.2,536.2,,420.0,C
BA,14,F,1,427.2,475.8,463.9,465.9,600.0,G
BA,14,F,0,,,,,,C
BA,14,F,0,595.0,583.1,594.8,548.4,700.0,J
BA,14,F,1,,,,,,I
BA,14,M,1,433.8,429.5,415.7,379.1,0.0,B
BA,14,M,0,429.2,463.4,499.5,419.4,540.0,C
BA,14,M,0,,463.4,528.2,,580.0,E
BA,14,M,1,481.9,558.0,561.6,705.4,520.0,O
BA,13,F,0,401.1,504.5,484.5,468.7,360.0,D
BA,14,M,0,428.6,477.1,463.7,469.9,640.0,I
BA,14,F,0,508.2,,,406.6,,J
BA,14,M,0,455.8,386.9,486.4,603.2,600.0,G
BA,14,F,1,464.9,481.2,505.2,493.3,760.0,M
BA,8,M,0,440.9,452.3,407.5,434.3,460.0,B
BA,14,F,0,518.7,508.8,528.6,637.3,660.0,F
BA,14,F,0,549.8,514.2,524.7,531.2,420.0,J
BA,14,F,1,550.5,589.8,569.4,502.3,640.0,D
BA,14,F,1,396.6,528.0,403.4,570.5,440.0,C
BA,14,F,0,432.1,458.9,456.8,469.6,580.0,I
BA,14,F,1,383.0,367.6,432.1,538.2,440.0,A
BA,14,F,0,464.5,422.0,518.2,540.3,640.0,C
BA,14,F,1,541.4,533.7,564.6,537.6,620.0,H
BA,14,F,0,,,,,,P
BA,14,M,1,385.0,450.8,482.4,488.5,580.0,B
BA,14,M,1,518.1,509.0,510.2,588.4,640.0,C
BA,12,M,0,459.6,495.3,451.7,557.8,560.0,M
CE,14,M,1,411.8,472.9,463.7,539.6,540.0,I
CE,14,F,0,537.8,584.2,570.9,573.6,640.0,G
CE,14,F,1,365.6,478.5,510.6,590.1,720.0,B
CE,14,F,0,554.3,590.3,570.4,705.6,640.0,M
CE,14,M,0,453.0,371.7,462.0,398.0,520.0,C
CE,14,M,0,645.4,678.9,632.3,811.3,780.0,E
CE,14,F,0,,,,,,H
PI,14,F,0,348.8,448.1,428.3,424.1,340.0,B
CE,14,M,0,563.8,433.3,553.4,424.8,340.0,A
CE,14,F,0,480.8,569.7,584.2,651.1,660.0,G
CE,14,F,0,,499.1,540.5,,560.0,I
CE,14,F,0,567.7,584.4,595.5,660.7,660.0,F
CE,14,M,1,522.2,558.6,586.9,764.6,840.0,B
CE,14,F,1,520.1,565.1,569.5,627.5,540.0,H
PI,14,M,1,395.3,488.6,438.7,405.7,520.0,G
BA,14,F,1,,,,,,B
PI,14,M,0,,379.5,435.6,,300.0,N
PI,14,F,0,485.0,546.9,606.4,507.3,640.0,I
CE,14,M,0,463.4,404.5,526.1,523.0,480.0,A
CE,14,F,0,567.4,527.3,588.4,668.6,660.0,Q
CE,14,F,0,497.5,623.6,592.6,606.8,740.0,L
CE,14,F,1,391.4,344.8,467.4,418.2,0.0,B
CE,14,M,0,,,,,,I
CE,14,M,1,541.7,537.4,548.6,636.0,500.0,D
RN,14,M,0,,,,,,F
CE,14,F,0,409.6,460.7,454.6,634.8,640.0,B
CE,14,M,0,548.3,524.4,543.9,586.3,480.0,D
CE,14,F,1,434.8,423.6,494.0,484.1,480.0,D
CE,14,F,0,495.9,559.3,585.4,687.5,540.0,C
CE,14,M,0,,,,,,J
CE,14,M,0,,,,,,P
PI,14,M,0,455.3,521.7,554.5,374.1,520.0,D
CE,14,F,0,581.9,590.0,617.6,708.6,720.0,C
CE,14,M,1,421.2,415.6,509.0,533.0,480.0,E
CE,14,F,1,394.9,429.6,388.5,432.8,360.0,O
CE,14,M,0,520.2,532.7,561.2,518.5,520.0,F
CE,14,F,1,365.9,535.8,547.9,566.0,660.0,F
CE,14,F,0,555.7,583.1,548.2,511.9,820.0,D
CE,14,M,0,,,,,,Q
CE,9,F,1,579.9,443.0,562.2,463.9,700.0,F
PI,13,M,1,467.1,518.2,471.7,408.4,460.0,J
PI,14,F,0,394.7,407.1,442.6,567.7,700.0,A
PI,14,M,0,546.9,607.7,580.6,685.8,520.0,E
PI,14,M,1,394.4,421.2,451.4,512.7,0.0,B
PI,14,F,0,529.1,575.0,615.8,637.8,800.0,P
CE,14,F,0,559.2,606.9,591.3,733.5,780.0,F
CE,14,M,0,606.3,530.5,583.7,648.9,0.0,M
CE,14,M,0,,,,,,N
CE,14,F,0,355.9,561.9,470.0,441.4,500.0,D
CE,13,F,0,517.7,534.8,499.0,514.2,500.0,D
CE,14,F,0,541.1,603.1,596.8,686.5,780.0,N
CE,14,F,0,,479.1,510.1,,480.0,F
CE,14,F,1,538.9,608.1,614.0,729.5,740.0,N
CE,14,F,0,342.8,373.7,403.0,489.7,520.0,D
CE,14,F,1,498.5,545.3,547.4,397.2,600.0,E
CE,14,F,1,417.7,410.5,463.7,469.3,600.0,C
MA,14,F,0,,462.1,444.6,,0.0,C
PI,14,M,0,384.4,349.6,452.4,485.1,0.0,F
PI,14,F,0,397.4,462.6,504.7,507.1,380.0,B
PI,14,F,0,453.7,408.3,507.8,515.8,680.0,I
PI,14,M,1,375.6,491.9,483.2,569.2,440.0,E
CE,14,F,0,542.0,593.4,595.4,685.0,520.0,L
CE,14,F,0,504.2,515.9,574.6,567.7,640.0,G
CE,14,M,1,389.7,451.4,560.6,723.9,780.0,L
CE,14,F,1,567.0,571.1,588.7,650.6,700.0,J
PI,13,F,0,503.3,461.4,568.3,514.0,700.0,P
PI,14,M,1,438.3,339.7,469.7,477.1,420.0,B
PI,14,F,0,622.0,679.8,635.6,790.0,800.0,M
CE,14,F,0,512.5,557.6,504.6,612.7,740.0,G
CE,14,F,0,580.8,654.9,597.0,620.8,940.0,I
CE,14,M,0,,334.1,434.9,,580.0,C
CE,14,F,0,572.1,558.5,585.4,685.1,620.0,Q
CE,14,M,0,453.3,,,388.3,,A
CE,14,F,0,528.4,365.1,554.5,665.2,720.0,H
CE,14,F,0,473.1,462.4,447.2,572.2,520.0,Q
PI,14,M,1,488.9,505.6,527.0,480.9,720.0,F
PI,14,F,1,505.6,457.6,454.5,514.7,580.0,C
CE,14,M,1,,525.7,530.2,,520.0,E
CE,14,M,0,,,,,,J
CE,14,F,1,,476.5,514.4,,840.0,C
PI,14,F,1,446.2,438.7,458.7,423.2,460.0,C
PI,14,F,0,,,,,,B
PI,13,F,0,480.7,452.1,549.2,681.1,720.0,D
PI,14,F,0,571.0,588.4,585.6,641.8,760.0,G
PI,14,M,1,,,,,,H
CE,14,F,0,,608.2,599.7,,740.0,Q
CE,14,M,0,583.4,574.8,583.0,641.9,580.0,B
CE,14,M,0,615.0,618.1,612.9,715.9,760.0,I
CE,14,M,0,516.7,527.3,590.2,653.4,620.0,C
CE,14,F,0,407.9,475.4,505.9,448.1,600.0,E
CE,14,M,1,419.1,503.8,505.9,516.3,600.0,N
CE,14,F,0,429.8,387.1,474.6,403.1,460.0,L
CE,14,F,0,494.1,501.8,546.8,595.2,780.0,O
CE,14,M,1,632.6,565.2,576.1,762.6,680.0,L
PI,14,F,0,439.6,520.1,561.8,550.0,460.0,J
CE,14,F,0,615.0,539.2,579.9,588.4,760.0,J
CE,14,F,0,459.0,478.0,510.9,548.9,640.0,C
CE,14,M,1,368.6,456.2,392.2,547.1,460.0,B
PI,13,M,0,434.7,425.8,514.3,544.8,640.0,F
PI,5,M,0,480.6,597.0,597.9,620.9,680.0,C
PI,14,F,0,494.7,499.3,545.1,508.7,580.0,I
CE,14,F,0,341.4,544.7,559.2,562.7,500.0,E
CE,14,M,0,,,,,,H
CE,14,F,0,439.1,376.1,487.1,385.9,620.0,K
CE,14,F,0,571.3,414.4,578.5,670.3,840.0,J
CE,14,M,0,,,,,,P
CE,14,M,0,340.1,476.6,421.5,384.0,800.0,B
RN,14,F,0,,,,,,B
PI,14,M,1,482.8,571.6,507.9,574.1,840.0,H
CE,14,F,1,,468.4,551.2,,740.0,M
CE,14,M,0,486.5,410.5,480.8,415.5,440.0,A
CE,14,M,1,,,,,,N
RN,13,M,0,460.7,563.6,587.2,631.3,660.0,E
PI,14,F,1,520.6,547.5,544.2,563.0,760.0,G
PI,14,M,0,529.0,635.3,581.4,649.2,560.0,D
CE,14,M,0,404.8,530.2,488.2,578.6,560.0,N
CE,14,F,0,528.5,,,669.2,,Q
RN,14,F,0,374.1,505.2,443.0,478.6,600.0,G
PI,14,M,1,444.0,403.7,493.4,585.0,640.0,Q
PI,14,F,0,395.9,622.4,556.0,728.5,540.0,N
PI,14,F,0,476.1,497.7,559.9,474.4,540.0,I
CE,14,M,0,463.5,412.5,533.4,626.6,840.0,I
CE,14,M,0,412.1,551.3,552.8,579.6,620.0,D
CE,14,M,0,436.0,483.9,465.9,630.5,660.0,B
CE,14,M,1,469.1,552.8,601.3,704.8,640.0,H
RN,14,F,0,,401.2,507.4,,320.0,A
PI,13,M,1,554.9,630.1,608.1,615.8,620.0,C
PI,14,F,1,473.5,457.3,541.0,493.1,620.0,D
PI,14,F,0,421.9,511.4,554.5,502.8,660.0,C
CE,14,F,0,,,,,,C
RN,14,F,0,463.3,400.5,457.5,477.9,740.0,M
RN,14,M,1,332.3,440.6,509.7,535.3,660.0,D
RN,14,F,0,495.8,468.2,583.6,736.0,680.0,Q
CE,14,F,0,,,,,,M
CE,14,M,0,523.4,599.0,596.7,645.5,660.0,G
PI,14,F,0,423.8,530.0,526.8,479.9,660.0,G
PI,14,F,0,490.8,544.7,482.9,713.1,680.0,M
PI,14,M,0,394.2,475.0,546.4,570.5,500.0,K
CE,14,M,0,480.2,402.9,494.5,599.7,700.0,M
MG,14,M,1,555.6,473.8,528.4,546.9,800.0,O
MG,14,F,0,396.6,454.6,328.9,481.5,480.0,D
MG,14,F,1,506.8,392.4,491.8,547.9,400.0,E
MG,14,M,0,,,,,,M
MG,14,M,0,510.3,592.0,594.1,450.9,560.0,I
MG,14,M,0,,,,,,N
MG,14,M,0,426.2,510.9,506.8,410.7,400.0,E
MG,14,F,0,,,,,,J
MG,14,F,1,439.2,490.6,543.3,580.0,380.0,D
MG,14,F,0,548.2,586.5,578.9,415.9,360.0,G
MG,14,F,0,475.1,538.5,577.0,599.7,540.0,G
MG,14,F,1,612.9,636.4,633.3,736.0,580.0,D
MG,14,F,0,527.4,597.3,563.5,651.5,620.0,H
MG,13,F,0,567.5,602.4,582.9,611.3,620.0,H
MG,14,M,0,,491.2,499.9,,560.0,I
MG,13,M,0,534.5,610.3,454.5,630.4,540.0,J
MG,14,F,1,453.3,485.6,526.8,492.1,560.0,D
MG,14,M,0,589.5,524.7,536.4,688.9,540.0,G
MG,14,F,0,545.7,623.9,583.1,690.1,840.0,I
MG,14,M,1,514.5,535.3,533.0,483.0,520.0,J
MG,14,M,0,,642.5,585.0,,0.0,P
MG,14,F,0,579.3,589.9,579.9,695.8,740.0,I
MG,14,M,0,,485.4,509.7,,440.0,D
MG,14,F,0,461.7,452.3,515.8,553.6,580.0,E
MG,14,F,0,421.8,510.4,483.4,402.1,620.0,H
MG,14,F,0,,,,,,I
BA,14,F,1,372.2,392.8,500.9,468.4,420.0,F
MG,14,F,0,513.9,427.2,506.0,430.0,300.0,E
MG,14,F,0,434.1,593.7,537.6,541.3,560.0,J
MG,14,F,1,553.5,551.4,563.5,420.5,600.0,H
MG,14,F,0,,370.0,375.3,,340.0,J
MG,14,F,0,,,,,,O
MG,13,M,0,510.8,547.0,584.2,569.9,560.0,N
MG,10,M,1,480.7,529.9,499.0,522.2,560.0,J
MG,14,F,1,482.3,575.3,572.1,413.6,740.0,I
MG,14,F,0,451.3,559.7,571.2,470.7,680.0,D
MG,14,F,0,,,,,,P
MG,14,F,1,464.7,429.8,522.2,522.6,560.0,D
MG,14,F,0,,568.4,564.5,,560.0,H
MG,14,M,0,,,,,,G
MG,14,F,0,452.9,559.4,556.2,638.9,500.0,F
MG,14,F,1,470.8,534.0,540.7,625.1,660.0,C
MG,14,F,0,476.3,505.2,578.0,533.9,620.0,J
MG,14,M,1,490.7,408.5,532.4,442.2,600.0,M
MG,14,F,0,,,,,,N
MG,14,M,0,416.0,473.5,503.9,500.6,560.0,D
MG,6,F,1,551.1,641.9,619.6,468.7,920.0,Q
MG,14,F,0,373.4,443.7,485.3,413.1,560.0,J
MG,14,M,0,,,,,,E
MG,14,F,0,461.9,571.3,553.9,649.8,0.0,C
MG,14,F,0,418.7,478.6,524.2,605.3,820.0,D
MG,14,M,0,,,,,,P
MG,14,F,0,,,,,,J
MG,14,F,0,523.6,566.7,563.7,526.0,640.0,F
MG,14,M,0,,,,,,Q
MG,14,F,0,,566.6,557.3,,480.0,G
MG,14,F,0,365.7,468.1,457.0,577.8,500.0,D
MA,14,F,1,450.1,378.1,574.8,623.7,920.0,E
MG,13,M,0,547.4,662.6,584.5,580.9,0.0,L
MG,14,F,0,488.4,454.8,565.8,692.0,520.0,E
PA,14,F,1,465.3,406.7,512.9,432.5,480.0,D
MG,14,F,0,,,,,,E
PA,14,F,1,499.0,330.6,393.3,470.1,300.0,D
PA,14,M,0,,,,,,H
PA,14,F,1,546.4,578.8,571.7,660.9,880.0,P
PA,14,F,1,462.9,539.8,563.6,486.5,760.0,D
PA,14,M,0,467.8,592.2,581.8,635.2,880.0,M
PA,14,M,1,,440.7,433.8,,420.0,O
MG,14,M,0,539.4,468.8,524.1,699.2,440.0,L
PA,14,F,0,455.5,556.7,559.0,480.8,620.0,K
PA,14,F,0,366.5,477.8,455.0,468.0,520.0,D
MG,14,F,0,,,,,,G
MG,14,M,0,546.3,550.6,567.5,727.5,480.0,P
PA,14,M,1,606.4,584.8,485.1,580.5,860.0,H
MG,14,M,0,360.2,383.4,479.7,418.5,240.0,C
MG,14,F,0,438.5,363.3,416.1,386.0,0.0,G
PA,14,F,0,405.8,487.1,547.1,530.3,640.0,F
PA,14,F,1,,400.2,360.5,,560.0,D
PA,14,F,0,525.7,503.2,581.7,606.0,560.0,F
MG,14,F,0,390.0,570.1,523.7,596.5,580.0,P
MG,14,F,0,,,,,,H
PA,14,M,0,416.7,542.6,512.3,534.5,480.0,P
MG,14,F,0,,527.1,542.1,,460.0,D
MG,14,M,0,416.6,529.8,515.1,613.1,620.0,F
MG,14,F,0,,,,,,D
MG,14,F,0,608.3,627.9,625.1,581.9,660.0,J
MG,14,F,0,458.1,626.8,563.6,529.0,740.0,M
MG,14,F,1,466.4,545.0,558.1,427.4,720.0,J
PA,14,F,0,405.0,506.0,520.9,409.5,580.0,N
MG,14,M,0,572.6,347.0,510.4,624.9,620.0,M
MG,14,F,1,459.0,553.9,550.6,592.1,640.0,F
MG,14,F,0,,,,,,P
MG,14,F,0,457.2,523.0,521.7,674.7,580.0,Q
MG,14,F,0,,,,,,I
MG,13,F,0,468.0,455.3,486.3,466.7,600.0,P
PA,14,F,0,462.2,455.7,536.4,487.6,620.0,C
PA,14,F,0,,533.8,535.0,,600.0,Q
MG,14,F,0,493.2,425.8,492.9,500.5,520.0,E
MG,14,F,1,548.2,553.2,565.7,597.3,560.0,H
MG,14,M,0,400.0,533.9,504.7,552.3,600.0,G
MG,14,F,1,,,,,,B
PA,14,F,1,471.8,488.3,571.6,493.2,0.0,D
PA,14,M,1,425.4,501.7,540.4,433.9,580.0,O
MG,14,M,0,401.0,422.0,382.2,375.4,180.0,B
MG,14,M,0,574.0,552.6,585.8,750.2,620.0,L
PA,14,F,1,448.9,575.4,517.1,435.1,580.0,B
PA,14,F,0,539.0,634.0,551.1,548.7,740.0,Q
PA,14,F,0,549.9,535.3,554.1,623.8,580.0,E
CE,14,M,1,559.1,449.5,442.3,472.7,760.0,O
MG,14,F,0,,561.8,564.4,,600.0,J
MG,14,F,1,,,,,,M
MG,14,F,0,,,,,,K
SP,14,F,1,375.8,365.3,486.7,467.1,540.0,J
MT,14,F,0,439.6,549.9,538.7,445.3,540.0,N
RJ,14,M,0,470.0,546.1,495.4,493.0,0.0,G
PB,14,F,0,617.0,529.0,468.0,638.6,740.0,P
SP,12,F,0,416.2,359.7,519.9,520.9,600.0,H
DF,14,F,0,,,,,,B
MT,14,F,0,437.8,350.2,446.8,416.7,280.0,F
TO,14,F,0,455.3,395.0,562.3,622.9,700.0,K
RR,14,F,1,394.6,432.4,522.6,407.0,340.0,E
GO,14,F,1,395.0,472.2,494.7,537.5,460.0,E
MT,14,F,0,,,,,,G
PR,14,F,1,596.5,617.1,601.1,698.7,600.0,L
PA,14,F,0,,325.9,434.6,,0.0,E
GO,14,M,1,,648.2,597.2,,680.0,I
PB,14,M,1,401.6,492.5,501.6,544.8,600.0,O
CE,13,M,0,436.6,499.2,565.0,641.8,520.0,G
GO,14,F,0,482.2,543.4,528.0,401.3,580.0,N
SP,14,M,0,370.2,528.4,459.9,556.7,800.0,K
SP,14,F,0,,,,,,K
MA,14,F,1,488.9,532.5,517.9,454.9,560.0,G
TO,14,F,0,439.8,529.5,529.4,610.5,460.0,P
TO,14,M,1,438.2,412.4,529.2,536.4,580.0,H
GO,14,M,0,,,,,,H
RO,14,F,0,380.8,458.6,494.6,516.9,620.0,G
PR,14,F,0,504.5,441.2,540.4,434.3,600.0,H
SP,14,F,0,,515.7,524.0,,280.0,N
MT,14,M,0,419.3,450.8,415.3,448.8,660.0,L
GO,14,F,0,473.5,608.8,569.8,634.5,880.0,H
SP,14,F,0,571.8,579.2,561.1,538.1,660.0,J
CE,14,F,0,,,,,,J
MG,14,F,0,414.2,498.5,526.3,502.2,660.0,L
PR,14,F,0,509.3,577.3,551.2,452.1,640.0,M
SP,14,M,0,,,,,,F
GO,14,M,0,,466.6,545.7,,340.0,K
MT,14,M,0,,,,,,K
DF,14,M,0,,590.8,594.9,,660.0,L
MG,14,M,0,419.9,421.8,485.9,520.1,520.0,K
MT,14,F,1,438.4,522.2,526.4,611.7,620.0,L
MT,14,F,1,,392.1,325.2,,380.0,D
GO,14,M,0,548.9,439.6,411.8,635.2,560.0,E
MG,14,F,0,,,,,,L
SC,14,F,0,413.3,517.8,537.1,610.4,640.0,F
PR,14,F,0,,500.8,564.7,,480.0,Q
RS,14,M,0,408.7,538.1,498.5,583.8,600.0,Q
SP,13,F,1,436.7,533.5,521.0,566.0,660.0,J
SP,13,M,0,,,,,,H
SP,14,F,0,460.5,471.9,459.6,369.6,540.0,K
SP,14,F,0,,,,,,I
SP,14,F,0,554.2,600.8,604.9,597.4,900.0,J
SP,14,M,1,414.2,527.8,557.0,486.2,340.0,B
SP,14,M,0,,336.3,581.8,,940.0,I
SP,14,F,0,420.0,409.2,476.9,420.3,320.0,H
SP,14,F,0,510.3,469.3,461.9,516.8,320.0,J
SP,14,F,1,481.7,542.9,536.7,427.6,720.0,H
SP,14,F,0,,403.7,444.8,,420.0,Q
SP,14,F,0,,,,,,F
SP,14,F,0,512.2,552.8,549.2,572.2,360.0,K
SP,14,F,0,523.4,581.9,530.1,671.0,640.0,O
SP,14,M,1,364.5,346.6,407.6,581.8,540.0,M
SP,14,M,0,448.2,513.7,366.8,399.4,380.0,J
SP,6,M,0,420.9,464.8,484.6,505.4,580.0,C
SP,14,F,1,556.7,504.1,575.7,645.4,0.0,K
SP,2,F,1,,,,,,G
SP,14,M,0,,,,,,Q
SP,14,F,0,501.0,535.4,549.5,523.1,300.0,G
SP,12,F,0,,431.6,478.1,,480.0,Q
SP,14,F,0,444.6,485.3,541.4,502.4,840.0,K
SP,14,M,1,339.3,470.5,520.9,436.7,520.0,C
SP,14,F,0,386.1,517.4,570.8,440.9,600.0,G
SP,14,F,0,,,,,,G
SP,14,F,0,399.8,412.5,492.8,481.1,400.0,G
SP,14,F,0,522.0,566.6,551.2,631.5,600.0,I
SP,14,M,0,,371.5,555.9,,520.0,P
SP,14,M,0,560.1,614.4,598.3,646.9,560.0,G
SP,14,M,0,454.8,597.4,551.8,591.0,640.0,M
SP,14,F,0,0.0,609.1,566.7,0.0,580.0,P
SP,14,M,0,,538.2,580.8,,500.0,N
SP,14,M,0,398.0,480.9,461.4,466.0,380.0,N
PR,13,F,1,535.2,572.3,586.2,596.5,620.0,P
PR,14,M,1,507.2,551.5,551.7,563.8,560.0,I
SP,14,F,0,,,,,,M
PR,14,F,0,423.5,417.1,503.7,500.4,600.0,J
SP,14,F,0,484.8,521.3,546.8,435.3,480.0,G
SP,14,M,0,,,,,,C
PR,14,M,0,376.4,366.4,494.2,452.7,280.0,O
PR,14,F,0,520.5,420.0,573.9,696.1,320.0,H
PR,14,M,0,401.7,465.1,458.1,443.8,440.0,O
PR,12,F,0,,,,,,E
SP,8,F,0,499.7,483.9,562.7,454.7,600.0,G
PR,14,F,0,548.6,503.8,585.5,464.6,520.0,C
PR,14,F,0,473.2,424.6,522.6,414.8,740.0,Q
PR,14,M,1,537.7,547.7,567.6,622.7,600.0,I
SP,13,M,0,385.4,386.9,372.1,454.6,0.0,K
SP,14,F,0,510.1,554.9,558.9,588.1,680.0,I
PR,13,F,1,389.0,540.7,529.3,518.2,560.0,D
SP,14,F,0,539.7,638.5,612.8,750.7,700.0,I
SP,14,F,0,411.3,524.2,498.8,575.4,520.0,F
SP,14,F,0,499.0,582.3,574.8,580.6,600.0,E
PR,14,M,1,,,,,,B
PR,14,F,0,,436.0,491.8,,300.0,M
PR,14,F,0,425.8,428.7,535.5,591.8,780.0,J
PR,14,M,0,415.1,506.2,533.8,661.1,0.0,J
SP,13,F,0,,,,,,Q
SP,14,F,0,396.6,599.9,561.3,759.5,760.0,C
PR,14,M,0,384.9,567.9,558.7,634.3,580.0,G
PR,14,F,0,535.9,554.4,551.3,586.9,640.0,O
SP,14,M,0,,,,,,C
SP,14,F,0,398.7,431.6,528.5,435.5,480.0,H
SP,14,F,0,462.9,517.6,574.2,458.8,740.0,L
PR,14,M,1,452.4,398.2,491.4,512.9,580.0,C
PR,14,M,0,,509.2,552.6,,700.0,K
PR,14,M,0,,315.9,515.3,,0.0,Q
PR,14,F,0,543.5,414.2,549.9,651.6,560.0,E
SP,14,F,0,559.3,578.9,571.3,694.0,600.0,I
SP,14,M,0,387.5,476.7,540.2,439.5,260.0,C
SC,14,M,1,456.3,470.8,427.1,481.1,480.0,E
SC,14,F,0,479.5,556.2,540.8,583.8,620.0,I
SC,14,M,1,411.2,429.1,415.2,466.3,280.0,H
SC,14,F,0,435.9,467.1,519.1,598.7,480.0,E
SC,14,F,0,406.2,445.4,503.2,464.8,260.0,K
SC,14,F,0,437.8,538.1,531.9,657.8,440.0,O
PR,14,M,0,404.3,,,445.9,,H
SC,13,F,0,,529.1,517.5,,320.0,G
PR,14,F,0,,431.9,521.1,,420.0,F
SC,14,M,1,421.3,556.6,540.6,556.6,500.0,H
SC,14,M,1,561.1,590.1,535.5,658.3,600.0,P
PR,14,F,0,414.1,512.2,512.2,442.6,600.0,H
PR,14,M,0,,,,,,L
PR,14,F,0,535.0,541.3,579.3,628.3,420.0,I
PR,12,M,0,,392.3,480.6,,0.0,F
SC,14,F,0,453.1,348.2,525.8,672.5,300.0,N
PR,14,M,0,,,,,,G
SC,14,F,0,391.1,518.4,401.4,477.2,400.0,F
PR,14,M,0,,,,,,L
PR,14,M,1,,,,,,M
PR,14,M,0,412.7,602.3,588.8,425.6,500.0,M
PR,14,M,0,,,,,,M
PR,14,F,1,526.4,551.2,555.9,574.4,680.0,G
SC,14,F,0,410.7,522.4,543.8,566.9,660.0,M
PR,14,F,1,578.6,539.2,573.5,619.6,720.0,I
PR,14,F,0,472.9,590.5,573.2,671.0,600.0,O
PR,14,M,0,577.8,665.7,620.9,754.6,640.0,K
PR,14,F,1,424.2,488.4,491.0,438.4,440.0,I
PR,13,F,0,510.9,559.6,547.7,695.5,620.0,N
MS,14,F,0,457.1,477.1,431.9,481.5,0.0,G
RS,14,F,0,428.8,564.2,595.0,632.6,620.0,Q
MT,14,M,0,383.6,438.6,466.6,662.0,480.0,Q
MS,14,F,0,493.7,587.1,588.4,650.2,520.0,O
MS,14,F,0,559.0,641.1,622.9,706.6,640.0,K
MT,14,F,0,,539.2,535.9,,500.0,J
MT,14,M,0,565.8,489.6,570.4,478.0,500.0,L
MS,14,M,0,562.4,638.5,579.3,598.7,500.0,P
MS,14,M,1,453.3,480.5,566.2,600.4,760.0,N
MS,14,F,0,,618.6,575.2,,0.0,L
MS,14,F,0,,424.5,485.5,,340.0,G
RS,2,F,1,411.5,416.0,451.7,526.0,640.0,C
RS,14,M,0,478.2,374.2,377.2,381.5,0.0,C
RS,14,M,1,,,,,,H
MS,14,F,1,,,,,,C
MS,14,F,0,497.5,661.0,616.3,506.1,800.0,O
MS,14,F,0,547.1,536.3,523.3,598.2,600.0,Q
MS,14,F,0,,478.0,475.0,,420.0,M
RS,13,F,0,374.1,483.9,487.7,506.9,360.0,H
RS,14,F,0,,,,,,G
MS,14,F,0,,443.2,536.6,,500.0,F
MS,14,F,0,501.1,574.9,569.0,658.3,620.0,P
MS,14,F,0,457.3,554.0,573.0,457.7,600.0,N
RS,14,F,0,,528.2,542.6,,640.0,G
MS,14,F,1,,475.0,462.1,,560.0,M
MS,14,F,0,536.2,505.4,593.4,698.6,600.0,P
MS,14,F,0,,363.7,531.9,,580.0,Q
MS,14,F,0,419.5,409.0,565.6,528.1,660.0,H
MS,14,F,0,443.8,,,663.9,,L
MS,14,M,0,403.0,418.1,415.3,584.4,260.0,I
MS,14,F,0,,,,,,I
MS,14,F,0,410.6,350.9,435.1,455.8,580.0,F
MS,14,F,0,523.0,541.0,570.5,512.7,680.0,J
RS,14,F,0,544.5,605.3,592.6,731.8,540.0,H
MS,14,F,0,481.9,473.5,505.4,447.5,320.0,H
MS,14,F,0,406.1,559.1,522.8,507.9,600.0,O
MS,14,M,0,436.4,434.4,455.4,504.5,540.0,N
MT,14,M,0,562.2,522.1,489.7,649.7,620.0,N
MT,14,F,0,379.7,383.5,457.3,463.7,580.0,O
MT,13,F,0,407.9,401.6,401.2,411.1,0.0,H
MT,14,F,0,468.1,524.8,466.4,493.1,640.0,H
MT,14,F,0,,,,,,Q
RS,14,F,0,559.7,600.6,584.2,785.6,800.0,L
RS,12,F,0,557.2,545.0,583.7,523.2,560.0,G
MS,14,M,1,,,,,,G
MT,14,M,0,446.7,513.2,547.9,463.1,660.0,P
MT,14,M,1,,,,,,E
MT,14,F,0,354.1,464.0,454.8,444.7,560.0,J
