SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
AM,14,F,0,476.4,439.0,468.7,499.8,580.0,E
PI,14,F,1,586.1,587.6,588.2,605.7,640.0,I
PI,14,F,0,,,,,,G
GO,14,M,0,440.8,524.0,504.0,657.6,580.0,E
AM,14,M,1,538.0,560.8,570.7,638.8,580.0,F
AM,14,F,0,427.3,,,572.2,,M
PI,14,F,0,430.0,505.3,491.8,488.4,560.0,L
PI,14,F,1,,,,,,B
RO,14,M,0,443.6,429.2,522.3,521.6,540.0,J
AM,12,M,0,,,,,,C
PI,14,F,0,446.9,544.7,509.3,429.3,280.0,I
GO,14,M,0,551.6,568.7,569.8,591.6,420.0,L
RO,14,M,0,538.8,536.7,531.0,619.8,520.0,M
ES,14,M,0,495.7,517.5,526.6,676.9,520.0,H
ES,14,M,1,,,,,,G
MG,14,F,0,,,,,,D
ES,14,F,0,443.2,427.8,504.3,588.2,480.0,G
ES,14,F,0,,530.8,560.4,,840.0,H
RJ,14,F,1,365.3,450.8,495.9,463.6,460.0,N
RJ,13,M,1,382.7,356.9,417.8,413.7,320.0,M
ES,13,F,1,392.7,553.5,551.3,565.2,740.0,F
BA,14,M,1,,582.5,539.3,,300.0,H
ES,13,M,0,488.5,602.8,583.4,670.3,620.0,E
MG,14,M,0,518.6,370.8,484.3,588.7,480.0,G
RJ,14,F,1,,,,,,E
RJ,14,F,0,,,,,,E
ES,14,M,1,593.7,623.6,601.3,754.4,600.0,N
RJ,14,F,0,394.8,386.1,560.4,516.9,500.0,H
RJ,14,M,0,568.7,524.2,540.3,678.9,560.0,G
MG,14,F,0,391.4,529.8,509.4,465.2,520.0,H
ES,14,M,0,367.8,420.3,483.9,421.3,460.0,F
RJ,14,M,0,,,,,,H
RJ,14,M,0,514.7,396.2,489.1,505.3,540.0,P
ES,14,M,0,,,,,,C
MG,14,F,0,,,,,,C
ES,14,F,0,535.8,588.3,585.0,561.9,560.0,G
ES,14,F,0,,365.9,459.3,,0.0,D
RJ,14,F,1,444.3,434.5,423.6,431.0,280.0,C
RJ,14,M,1,,,,,,M
ES,14,M,0,405.1,406.1,456.7,409.9,0.0,I
ES,11,F,1,489.8,445.7,473.7,426.5,600.0,G
ES,14,F,0,409.9,479.0,478.0,633.7,500.0,N
RJ,14,F,1,503.6,398.4,539.2,603.8,680.0,D
RJ,14,F,0,,,,,,C
ES,14,M,1,511.2,494.1,564.7,717.3,500.0,P
MA,14,F,0,,,,,,K
MA,14,F,1,437.7,442.9,422.7,444.1,320.0,E
MA,14,M,0,503.0,460.2,497.2,515.3,520.0,C
MA,14,M,1,509.6,468.9,438.7,585.5,340.0,E
MA,14,F,1,538.4,538.0,501.9,418.4,540.0,B
MA,14,M,1,582.6,538.7,583.3,691.2,740.0,P
MA,14,M,1,347.7,524.9,486.4,635.8,620.0,G
MA,14,M,0,375.8,,,532.3,,I
AP,14,F,0,,410.1,550.5,,600.0,K
AP,13,M,0,,524.0,564.8,,660.0,K
TO,14,M,0,600.6,580.2,566.0,736.1,640.0,P
MA,14,M,1,498.6,443.2,449.9,457.4,440.0,C
MA,14,M,1,,,,,,B
MA,7,F,0,424.8,481.1,499.3,388.9,440.0,G
MA,14,F,0,449.7,487.9,498.9,454.5,520.0,Q
MA,14,M,1,428.0,482.6,523.6,494.1,580.0,C
MA,14,F,1,429.8,409.4,416.8,451.7,400.0,A
MA,14,F,1,,,,,,I
AP,13,F,1,,491.1,553.2,,700.0,Q
TO,14,M,0,524.9,515.2,561.1,456.8,480.0,N
MA,14,F,0,398.3,496.5,570.7,441.5,400.0,C
MA,14,F,1,,479.0,496.2,,620.0,P
MA,14,M,0,515.0,579.1,540.9,555.4,380.0,Q
MA,14,M,1,362.1,548.6,557.8,662.6,0.0,H
MA,14,M,1,361.8,369.2,420.9,470.2,540.0,A
MA,14,F,0,,418.6,511.7,,700.0,Q
MA,14,F,1,389.5,376.0,433.0,516.5,260.0,B
MA,14,F,0,352.0,535.4,547.8,581.6,640.0,G
MA,14,M,0,,540.9,584.4,,0.0,E
MA,14,F,0,470.8,420.6,534.7,541.9,760.0,I
TO,14,M,1,396.5,417.5,415.0,551.9,360.0,J
MA,14,F,0,462.3,526.4,482.7,588.8,580.0,P
MA,14,F,1,481.3,400.9,507.7,495.4,640.0,C
MA,14,F,1,407.9,468.5,425.9,414.5,380.0,B
MA,14,F,0,523.3,485.5,541.0,432.3,560.0,C
MA,14,F,0,,580.3,557.2,,860.0,Q
MA,14,M,0,,,,,,J
MA,14,M,1,368.8,506.1,398.8,511.0,500.0,H
MA,14,F,0,,,,,,D
TO,14,F,0,,,,,,G
TO,13,M,0,393.7,505.8,504.4,486.2,580.0,N
MA,14,F,0,392.3,535.3,538.8,542.6,320.0,B
MA,14,F,1,,512.0,509.1,,380.0,B
MA,14,M,1,483.4,409.7,451.0,392.8,480.0,C
MA,14,M,1,424.3,509.1,467.4,542.1,580.0,E
MA,14,F,1,473.0,500.6,552.0,544.8,540.0,D
MA,14,F,0,509.2,506.0,472.7,445.0,420.0,D
MA,14,F,0,545.5,588.4,568.9,593.7,460.0,L
MA,13,M,1,,,,,,F
AP,14,M,0,502.8,579.4,567.5,611.2,780.0,P
AP,13,F,0,,,,,,P
TO,14,F,1,580.7,511.6,610.4,718.9,900.0,H
TO,14,F,0,475.6,558.4,588.7,560.9,560.0,I
TO,14,F,0,401.2,379.2,513.9,534.1,420.0,Q
MA,14,F,1,412.2,588.0,532.8,615.9,320.0,H
MA,13,M,0,427.8,439.8,500.1,432.1,720.0,I
MA,14,F,1,417.1,408.9,492.1,397.8,400.0,A
MA,14,F,0,387.2,407.0,403.4,389.4,0.0,H
MA,14,M,1,,,,,,H
MA,14,F,1,366.3,475.2,506.1,457.3,360.0,F
MA,13,F,0,404.2,454.4,477.0,439.8,640.0,F
MA,14,F,1,498.8,554.8,518.2,426.2,580.0,H
AP,14,F,1,504.7,600.7,582.5,627.2,680.0,Q
AP,14,M,1,527.6,499.5,510.0,567.5,520.0,L
AP,14,F,1,446.5,474.2,471.5,402.1,600.0,F
TO,14,F,0,,366.5,567.2,,0.0,O
TO,14,F,0,,573.9,562.5,,440.0,Q
TO,14,F,1,596.7,537.3,592.0,765.3,820.0,O
MA,14,F,1,404.8,503.3,465.2,457.1,440.0,D
MA,14,M,1,490.3,620.0,530.9,592.8,680.0,M
MA,14,M,0,477.9,,,513.1,,D
MA,14,M,0,,,,,,A
MA,12,M,0,,,,,,C
MA,14,M,1,,,,,,H
MA,14,M,0,520.0,577.6,562.4,533.9,660.0,L
AP,14,F,0,438.2,563.3,555.6,544.2,580.0,G
AP,14,M,1,,530.5,559.8,,560.0,O
TO,14,F,0,506.4,582.3,577.7,579.8,580.0,E
TO,14,M,1,368.5,437.0,413.6,363.5,460.0,B
TO,14,M,0,592.1,575.3,575.3,660.2,660.0,H
MA,14,F,1,454.5,486.1,546.7,612.7,720.0,D
MA,14,M,0,,380.0,432.1,,0.0,B
AP,14,M,0,470.4,410.2,401.6,535.6,240.0,H
AP,14,F,1,441.9,499.8,516.6,440.0,520.0,I
TO,14,M,0,,508.6,583.3,,700.0,P
TO,14,M,0,597.1,538.8,515.6,752.2,820.0,M
TO,13,M,0,546.8,577.3,555.0,572.5,600.0,I
TO,14,F,1,367.5,508.6,484.6,519.5,580.0,I
TO,14,F,0,,,,,,D
MA,14,F,0,584.3,587.4,598.5,645.7,880.0,O
MA,14,F,1,,,,,,F
MA,14,M,1,436.8,449.7,408.1,529.5,540.0,D
MA,13,F,1,359.4,420.7,487.2,419.9,380.0,I
MA,14,F,0,,509.5,520.7,,460.0,J
MA,14,M,1,,,,,,J
TO,14,F,0,437.3,479.6,459.2,407.4,500.0,C
TO,14,M,0,480.3,501.7,522.6,452.1,580.0,C
TO,14,F,1,454.7,546.6,534.5,618.0,660.0,C
TO,14,F,0,391.4,352.6,503.5,416.7,600.0,F
TO,14,F,0,,,,,,K
MA,14,F,1,,434.9,474.0,,480.0,L
MA,14,M,1,426.6,406.3,381.8,532.1,280.0,H
MA,14,F,1,521.7,537.5,567.3,601.6,580.0,C
AP,14,M,0,550.5,588.2,582.5,518.1,460.0,P
MA,14,F,0,373.5,385.1,433.3,494.3,420.0,D
MA,14,F,0,539.8,415.5,554.5,623.1,0.0,M
MA,14,M,0,,,,,,G
MA,14,M,1,411.5,364.1,516.6,463.7,300.0,N
MA,14,M,0,569.9,626.0,585.8,595.2,540.0,L
MA,14,M,0,433.3,590.5,599.7,613.3,400.0,H
MA,14,F,0,518.6,584.2,568.4,651.3,640.0,P
MA,14,F,0,,,,,,H
MA,14,F,1,508.8,566.9,541.1,567.1,740.0,E
MA,14,F,1,518.7,548.2,571.1,549.6,640.0,H
MA,14,F,0,,577.9,564.1,,660.0,J
MA,14,F,0,403.7,432.7,413.7,500.8,340.0,H
MA,13,F,1,424.5,387.8,416.1,385.9,380.0,C
MA,14,F,0,,480.1,500.5,,520.0,F
MA,14,M,0,538.6,567.0,494.0,647.6,580.0,C
MA,13,M,0,345.8,392.4,385.8,501.7,500.0,C
MA,14,F,0,498.2,585.3,573.2,559.3,580.0,H
AP,13,M,1,,,,,,H
AP,14,M,0,481.6,502.3,507.9,490.1,720.0,B
TO,14,F,0,,527.0,573.2,,680.0,K
TO,14,F,0,,468.9,543.0,,940.0,C
TO,14,M,1,462.5,506.8,507.0,504.9,0.0,C
TO,14,M,1,542.6,368.8,567.3,573.4,540.0,Q
MA,14,M,1,543.0,397.7,514.5,550.4,560.0,D
MA,14,F,0,490.2,498.0,555.0,401.9,500.0,J
MA,14,M,0,,345.0,411.6,,0.0,G
TO,14,F,0,,,,,,Q
MA,14,F,0,467.6,473.8,437.2,448.4,480.0,E
MA,14,F,1,410.4,396.2,384.6,529.8,660.0,B
MA,14,M,0,460.4,500.8,459.3,403.1,600.0,B
MA,14,F,1,494.0,504.9,479.8,482.3,640.0,B
MA,14,M,1,411.3,404.4,516.4,436.0,460.0,I
MA,14,F,0,,,,,,F
TO,14,F,0,340.1,420.4,552.4,438.8,500.0,G
TO,14,F,1,497.5,547.5,585.8,556.1,620.0,H
TO,14,F,0,443.3,515.4,531.0,391.3,620.0,N
MA,14,M,1,,,,,,E
MA,14,F,0,481.1,549.0,569.5,491.0,520.0,G
MA,13,F,0,498.0,466.1,522.4,648.6,600.0,B
MA,14,M,1,538.9,455.5,551.0,483.3,620.0,I
MA,14,F,0,542.9,550.2,556.5,669.0,900.0,C
MA,14,M,1,480.6,492.6,421.0,538.1,520.0,B
MA,14,M,0,475.5,358.0,360.9,508.4,500.0,H
AP,14,M,1,430.9,336.4,556.3,415.3,720.0,H
AP,14,M,1,415.8,550.9,533.5,373.8,580.0,K
AP,14,M,1,443.8,372.3,518.1,506.1,640.0,H
TO,14,M,0,468.2,574.8,558.0,542.4,680.0,C
TO,14,M,1,524.0,558.6,550.9,517.7,640.0,O
TO,14,M,0,408.4,400.1,487.0,407.8,520.0,F
MA,14,F,1,404.3,416.3,469.1,387.0,400.0,B
MA,13,M,0,496.3,413.3,408.4,525.8,580.0,M
MA,14,F,1,,466.2,512.6,,480.0,P
MA,11,M,0,405.5,356.8,442.1,389.9,500.0,A
MA,14,F,0,361.2,375.1,373.6,407.7,520.0,F
MA,14,F,1,424.0,520.4,496.2,556.7,700.0,J
TO,14,F,1,405.6,529.6,492.4,497.4,560.0,N
TO,14,F,1,526.7,379.3,502.9,432.8,0.0,E
TO,14,F,0,525.3,565.2,588.7,416.6,520.0,H
MA,14,F,1,,,,,,H
PB,13,F,1,338.7,409.8,374.8,428.8,520.0,M
PB,14,F,0,501.5,403.0,418.0,488.3,620.0,F
PB,14,F,0,,,,,,G
PB,14,F,1,378.0,440.4,497.1,483.6,520.0,A
PB,14,F,1,444.9,435.8,470.6,364.8,600.0,E
PE,14,F,1,,400.6,533.2,,660.0,E
RN,14,F,0,,,,,,E
PB,14,M,0,399.6,495.5,576.2,589.5,620.0,Q
PB,14,F,0,564.1,550.4,544.9,589.7,620.0,B
PB,14,F,0,505.6,539.5,539.8,499.9,560.0,L
PB,14,F,0,,584.7,534.7,,700.0,O
PB,14,F,1,339.7,503.2,505.9,408.5,540.0,A
PE,14,F,0,352.9,393.0,478.9,558.5,420.0,B
PE,14,F,0,450.4,516.6,562.6,497.3,600.0,F
PE,14,F,0,,,,,,C
PE,14,F,0,524.6,374.5,440.5,540.0,860.0,G
RN,14,F,0,381.5,436.6,535.1,558.1,520.0,K
RN,14,M,1,,412.6,551.3,,580.0,D
PB,14,F,0,404.6,366.2,517.6,418.7,740.0,D
PB,14,M,1,418.0,462.7,499.6,481.5,680.0,B
PB,14,F,0,440.3,486.0,466.5,454.0,440.0,J
PB,14,F,1,597.2,615.0,603.2,486.5,640.0,Q
PB,14,F,1,513.2,407.7,510.2,532.6,580.0,F
PB,14,M,0,572.1,656.0,573.6,744.7,720.0,I
PB,14,F,0,522.3,569.1,575.1,500.9,700.0,O
PB,14,F,0,487.2,515.2,560.5,568.3,480.0,N
PE,14,F,1,443.6,507.8,567.6,539.9,620.0,C
RN,14,M,0,,,,,,D
RN,14,F,1,458.5,535.1,551.2,577.6,680.0,F
RN,14,M,0,,,,,,O
PB,14,F,0,533.8,466.2,474.0,546.2,660.0,G
PB,14,M,1,377.7,320.5,405.6,415.2,520.0,J
PB,14,M,1,441.2,548.1,565.0,486.3,520.0,E
PB,14,F,0,,584.9,550.6,,780.0,I
PB,14,F,1,495.1,544.0,594.8,633.5,500.0,E
PE,14,M,0,560.3,420.3,526.4,589.2,0.0,G
PB,14,M,1,463.5,534.9,548.7,495.8,540.0,B
PB,14,F,0,,615.6,580.8,,780.0,L
PB,14,F,1,391.5,430.1,466.9,424.6,460.0,D
PB,14,F,0,430.0,492.7,483.1,376.0,460.0,H
PE,14,M,1,347.0,475.1,529.4,415.9,400.0,B
RN,14,F,0,411.2,515.7,523.3,636.4,720.0,B
PB,14,F,1,579.9,566.4,551.9,439.0,0.0,F
PB,14,F,0,537.5,316.7,432.7,581.3,760.0,Q
PE,14,M,1,,388.9,425.7,,520.0,C
PE,14,M,0,401.4,473.9,442.9,464.7,520.0,D
PE,14,F,1,403.5,513.9,547.2,612.6,580.0,G
RN,14,F,0,,537.2,543.5,,520.0,H
PB,14,F,1,455.3,537.1,550.7,425.9,560.0,M
PB,14,F,0,545.1,591.9,560.1,676.9,420.0,D
PB,14,F,1,456.8,592.5,539.7,667.9,780.0,J
PB,14,F,1,431.5,435.4,367.0,530.1,560.0,E
PE,14,F,0,,507.0,575.3,,740.0,P
RN,14,M,0,536.7,469.8,515.5,425.2,0.0,I
PB,14,M,0,511.7,560.8,575.8,616.1,620.0,N
PB,14,F,0,468.9,568.4,581.5,602.8,780.0,P
PB,14,F,1,446.3,602.6,575.6,657.7,780.0,B
PB,14,F,1,470.2,489.5,557.6,598.6,780.0,E
PB,14,F,0,547.7,524.1,552.6,629.7,580.0,I
PB,14,M,1,497.5,526.5,554.1,416.8,620.0,H
PB,14,F,1,480.7,459.4,505.2,443.9,500.0,F
PE,14,M,1,572.3,583.2,576.6,693.7,580.0,H
AL,14,M,1,566.3,660.0,629.4,715.3,440.0,J
PE,14,M,0,503.3,545.7,543.6,371.9,600.0,E
RN,13,M,0,548.4,558.6,550.0,575.9,520.0,Q
PB,14,F,1,544.0,541.2,565.6,469.9,680.0,C
PB,14,M,0,471.6,528.1,580.0,473.4,520.0,I
PB,14,M,1,455.0,473.5,362.0,408.2,560.0,H
PB,14,F,1,467.4,576.5,551.6,581.7,660.0,E
PB,14,M,1,512.9,447.6,345.7,408.0,480.0,K
PB,13,M,1,539.6,477.5,552.7,445.1,560.0,E
PB,14,M,0,359.7,577.0,541.0,546.6,580.0,L
PE,14,F,1,466.2,425.5,511.1,376.2,660.0,H
PE,14,M,0,450.7,588.7,574.8,662.9,440.0,D
PB,14,F,1,398.5,494.9,482.4,522.3,700.0,G
PB,14,F,0,565.7,672.9,593.0,579.9,840.0,Q
PB,13,F,0,398.6,440.4,497.7,508.0,460.0,D
PE,14,F,1,351.6,387.2,480.1,375.2,600.0,K
PB,14,F,0,425.0,515.8,543.1,546.5,460.0,L
PB,14,F,1,445.2,465.5,501.4,395.6,520.0,B
PB,14,M,0,,458.3,515.7,,580.0,K
PB,14,M,1,561.0,547.0,509.7,685.7,720.0,F
PE,14,M,1,425.7,456.3,543.6,674.2,640.0,B
RN,14,F,1,373.3,516.8,526.1,573.7,520.0,P
RN,14,F,1,462.0,467.5,549.0,493.3,540.0,I
RN,12,M,0,,,,,,C
PB,14,F,0,564.9,481.5,490.2,510.3,720.0,H
PB,14,F,0,,,,,,A
PE,14,F,1,424.2,403.5,495.3,387.3,0.0,B
PE,14,M,0,398.2,492.5,543.3,646.2,640.0,H
PE,13,M,0,577.4,575.1,566.8,705.6,640.0,Q
PE,14,F,1,560.3,607.5,619.2,673.6,640.0,J
RN,14,F,0,467.1,554.6,522.6,499.4,360.0,E
RN,14,F,0,,,,,,E
PB,14,F,0,465.2,512.3,486.0,428.7,320.0,D
PB,14,M,1,,,,,,E
PB,14,M,0,,,,,,L
PB,14,F,1,548.8,565.7,581.3,682.4,620.0,K
PB,14,F,0,589.1,569.3,598.6,656.0,880.0,N
PE,14,F,0,,628.7,592.3,,620.0,I
PB,14,F,0,397.6,545.5,533.1,572.4,680.0,E
PB,14,F,1,387.6,463.5,535.7,367.6,680.0,H
PB,14,F,1,466.3,382.8,467.0,570.1,560.0,C
PB,14,F,0,565.9,577.0,620.0,534.4,700.0,K
PE,14,F,0,610.5,609.7,583.3,567.7,680.0,Q
PB,14,F,1,511.4,530.9,563.6,495.3,660.0,D
PB,14,F,0,499.6,468.7,498.5,523.8,740.0,C
PB,14,F,0,,493.9,499.9,,620.0,L
PB,14,M,0,546.6,614.0,544.5,676.6,640.0,O
PE,14,F,0,508.1,456.0,546.2,639.3,0.0,F
PE,14,F,1,588.6,551.3,662.4,683.0,700.0,K
PE,14,M,0,,,,,,N
PE,14,F,1,441.4,404.3,472.2,433.8,480.0,C
AL,14,F,0,,,,,,I
AL,14,F,1,386.9,475.2,545.1,394.4,500.0,H
PE,14,F,1,442.7,535.9,565.1,523.8,660.0,H
PE,14,F,1,530.1,562.7,557.0,596.8,680.0,B
PE,14,F,0,,,,,,H
PE,14,F,0,414.0,422.2,512.9,361.4,340.0,E
AL,14,F,1,457.3,339.2,578.1,427.9,540.0,J
AL,14,M,1,,,,,,H
AL,14,F,0,512.6,561.0,535.4,689.0,660.0,J
PE,14,F,0,,,,,,C
PE,14,M,1,427.9,482.5,516.3,463.1,260.0,B
SE,14,M,1,419.8,530.9,572.6,633.0,660.0,F
SE,14,M,1,514.6,484.4,519.4,599.4,680.0,Q
SE,14,M,1,525.1,525.2,558.6,528.8,680.0,J
PE,14,F,1,537.7,585.1,601.3,736.2,720.0,N
PE,14,F,1,543.6,602.3,558.0,608.4,560.0,B
PE,14,M,1,411.9,455.2,477.8,554.9,520.0,H
PE,14,M,0,472.8,582.7,554.5,691.9,680.0,D
PE,14,F,1,409.5,565.7,515.8,522.8,580.0,A
PE,14,F,1,385.3,536.5,488.9,490.7,600.0,B
PE,14,F,1,,409.1,537.1,,340.0,I
AL,14,M,0,,,,,,P
SE,14,F,1,497.4,501.4,544.6,536.0,700.0,E
PE,14,M,1,395.8,563.8,525.3,656.4,600.0,N
PE,13,F,1,510.4,531.2,558.5,528.0,580.0,H
PE,14,F,0,387.3,491.9,410.5,378.1,0.0,D
AL,14,F,1,337.4,417.1,490.3,446.2,420.0,B
SE,14,M,0,575.2,563.1,549.4,656.3,700.0,O
SE,14,M,0,591.5,605.7,564.9,648.7,800.0,J
SE,14,F,0,494.2,483.1,502.0,532.0,760.0,Q
SE,14,M,0,581.7,590.0,611.1,752.3,780.0,O
SE,14,F,0,568.2,636.4,584.0,607.4,720.0,F
PE,14,F,1,389.7,365.8,329.3,546.3,540.0,E
PE,14,F,0,548.7,520.3,568.6,519.9,660.0,Q
PE,14,M,1,377.7,404.4,462.1,434.8,520.0,E
SE,14,F,0,584.8,574.5,633.7,738.0,660.0,M
SE,14,F,1,393.5,386.5,416.3,397.6,460.0,E
SE,14,F,1,358.7,488.7,487.1,433.4,480.0,N
SE,14,M,1,430.2,373.8,459.5,413.6,0.0,A
PE,14,M,1,,,,,,Q
PE,14,F,0,,,,,,Q
PE,14,F,1,515.0,502.6,554.2,521.6,0.0,E
AL,14,F,1,467.9,539.9,551.1,588.9,600.0,E
SE,14,F,0,392.7,427.4,398.9,391.5,540.0,C
SE,14,F,1,482.4,487.8,518.2,539.2,460.0,D
SE,14,F,0,,,,,,B
PE,14,F,0,337.9,347.3,425.5,467.8,420.0,G
PE,14,M,1,501.3,457.6,502.9,493.9,560.0,G
PI,14,F,0,461.2,382.2,482.2,414.9,440.0,C
PE,14,M,0,496.0,450.4,561.9,607.8,300.0,D
PE,14,F,1,421.2,409.1,475.8,440.0,440.0,B
AL,14,F,1,549.8,424.4,554.3,690.6,560.0,C
SE,14,M,1,561.4,616.7,579.8,631.7,600.0,F
SE,14,F,0,340.2,452.0,431.4,578.1,320.0,B
SE,14,M,0,566.5,592.0,632.1,485.2,640.0,H
SE,14,F,1,,418.3,461.3,,0.0,B
SE,14,F,0,407.1,501.6,432.5,498.5,680.0,J
SE,14,F,1,509.3,561.4,560.5,558.0,820.0,D
SE,14,M,0,421.8,544.4,575.2,551.9,560.0,E
PE,14,F,0,340.9,466.9,421.5,509.3,600.0,B
PB,14,F,1,514.6,490.4,550.3,517.3,720.0,G
PE,14,F,1,,588.9,555.4,,600.0,H
PE,14,M,0,382.4,452.1,521.9,716.4,440.0,I
PE,14,F,1,554.0,603.4,621.7,619.6,720.0,K
PE,14,M,1,405.7,407.0,496.7,573.8,0.0,G
PE,14,F,0,372.2,441.6,422.1,482.9,580.0,B
SE,14,M,0,410.9,388.1,390.8,374.7,600.0,D
SE,14,F,0,470.2,502.4,521.5,500.2,540.0,G
SE,14,F,1,399.1,406.0,504.7,547.4,740.0,M
SE,14,M,1,476.1,476.2,412.0,529.7,680.0,D
SE,14,M,0,496.3,558.2,528.1,673.8,0.0,I
SE,14,F,0,388.3,472.3,464.8,384.9,640.0,C
PE,14,M,0,475.0,521.4,532.9,564.6,640.0,I
PE,14,M,0,,610.4,546.0,,780.0,Q
PE,14,M,0,,,,,,D
AL,14,F,1,470.3,403.7,559.5,703.2,600.0,C
SE,14,F,0,519.0,543.5,581.5,641.4,760.0,K
SE,14,M,1,499.0,420.3,518.4,482.8,780.0,P
SE,14,F,1,,576.5,599.9,,860.0,G
SE,14,M,0,516.7,386.1,490.9,431.8,260.0,M
SE,14,M,1,453.7,516.5,517.8,637.8,360.0,C
SE,14,M,1,432.7,462.7,407.6,444.4,380.0,E
SE,14,M,1,497.8,559.0,579.4,729.7,620.0,F
PE,14,M,0,493.4,473.6,520.1,633.7,700.0,O
PE,14,M,1,,518.5,576.6,,620.0,L
AL,14,M,0,529.9,568.0,598.8,444.3,540.0,G
SE,14,M,0,,,,,,E
SE,14,M,0,543.3,490.9,527.0,541.9,580.0,D
SE,14,F,0,,608.1,544.5,,640.0,I
SE,14,F,1,,,,,,H
PE,14,F,1,397.1,481.3,527.7,527.1,500.0,I
SE,14,F,1,454.4,523.2,537.9,635.0,820.0,E
SE,14,F,0,382.1,450.8,488.4,422.8,440.0,H
SE,14,M,0,475.6,416.1,480.1,489.2,560.0,D
SE,14,M,1,365.2,,,487.8,,L
BA,14,F,0,,546.4,503.5,,940.0,M
PE,14,F,0,530.5,557.1,548.4,621.8,720.0,J
PE,14,M,0,,,,,,B
PE,14,F,0,525.3,581.8,496.1,493.5,780.0,Q
PE,13,M,0,439.6,579.9,563.6,411.0,600.0,D
PE,14,F,1,,503.3,565.5,,540.0,J
PE,14,M,0,525.9,601.4,589.4,588.9,600.0,I
PE,14,F,0,455.5,555.9,586.0,695.7,680.0,D
AL,14,M,1,340.7,511.7,440.1,534.7,680.0,L
SE,14,M,0,501.2,521.5,548.7,496.1,600.0,N
SE,14,F,0,406.3,495.8,504.9,623.1,520.0,G
BA,14,M,0,394.8,335.6,472.8,374.3,360.0,L
BA,14,F,0,,520.8,574.7,,480.0,J
PE,14,F,0,542.6,555.4,597.1,488.7,820.0,H
PE,14,M,1,523.2,485.0,549.7,481.7,440.0,L
PE,14,M,0,441.1,520.1,473.6,634.0,500.0,F
PE,14,F,0,428.5,449.8,488.8,449.5,640.0,C
SE,14,F,1,536.6,477.6,527.9,459.7,820.0,B
PE,14,F,0,402.6,436.5,443.7,458.9,260.0,F
PE,5,M,1,514.0,470.3,477.3,467.9,400.0,E
PE,14,F,0,607.3,629.7,572.1,707.1,740.0,C
PE,14,M,1,381.4,394.6,505.5,587.4,0.0,D
PE,14,M,1,466.5,385.1,351.5,464.1,360.0,C
AL,14,F,0,524.0,572.3,551.4,684.9,620.0,H
SE,14,F,0,491.7,567.6,558.3,423.4,500.0,D
SE,14,F,0,534.5,666.6,577.9,671.8,700.0,O
PE,14,F,1,562.5,501.9,525.0,564.7,540.0,C
BA,14,F,0,352.2,454.2,459.8,480.3,300.0,H
BA,14,F,0,450.2,534.4,487.7,588.5,420.0,O
BA,14,F,1,,453.0,413.7,,360.0,C
BA,14,F,1,537.2,500.9,531.6,538.6,600.0,G
BA,14,F,0,419.3,419.1,488.6,482.4,680.0,G
BA,14,F,0,566.9,605.1,605.3,705.0,600.0,J
BA,14,F,0,424.0,541.0,551.8,415.6,560.0,H
BA,14,F,0,363.5,360.0,497.0,386.5,240.0,C
BA,14,F,1,475.5,438.3,505.7,402.7,340.0,G
BA,14,M,0,551.5,580.8,601.9,671.1,760.0,L
BA,14,M,0,556.8,527.4,571.6,686.2,560.0,G
BA,14,M,0,529.3,501.3,540.7,732.2,480.0,G
BA,14,F,0,476.4,442.1,427.0,426.8,600.0,C
BA,14,M,0,423.6,484.0,355.1,551.2,240.0,K
BA,14,M,0,421.0,528.5,547.1,604.9,620.0,I
BA,14,F,1,496.1,533.3,583.9,482.2,800.0,E
BA,14,F,0,560.6,560.5,542.5,598.7,860.0,I
BA,14,F,1,402.2,429.6,512.3,413.5,580.0,C
BA,14,F,1,421.5,382.2,505.4,404.0,0.0,I
BA,14,F,0,464.1,341.3,518.9,374.1,440.0,A
BA,14,F,1,421.2,379.2,485.2,425.1,360.0,C
BA,13,F,0,460.9,532.0,523.7,505.7,600.0,I
BA,14,M,0,423.9,387.1,461.0,452.7,280.0,P
BA,14,F,0,,541.2,552.3,,640.0,Q
BA,14,F,1,,522.7,490.1,,620.0,E
BA,14,F,0,357.8,504.1,482.0,473.4,520.0,E
BA,13,M,1,,,,,,A
BA,14,F,1,499.6,577.2,596.9,674.3,860.0,F
BA,14,F,1,547.6,614.9,614.2,617.6,880.0,I
BA,14,F,0,575.7,626.7,602.9,641.5,700.0,K
BA,14,F,1,412.3,444.8,503.9,481.3,640.0,F
BA,14,F,1,481.8,498.0,491.6,603.8,580.0,G
BA,14,F,0,430.4,469.9,404.5,491.3,0.0,C
BA,9,M,0,440.9,465.6,481.5,423.0,560.0,A
BA,14,M,0,432.9,,,470.7,,F
BA,14,F,1,490.0,549.7,535.1,419.7,540.0,E
BA,14,M,1,433.8,524.6,512.0,590.3,520.0,G
BA,14,F,0,393.9,564.6,529.8,503.3,820.0,I
BA,14,M,1,410.5,394.5,488.9,451.9,480.0,E
BA,14,F,1,437.1,396.0,407.1,367.4,480.0,B
BA,14,M,0,,421.6,548.7,,440.0,F
BA,12,F,0,,,,,,P
BA,14,F,1,474.6,429.7,498.7,445.6,320.0,B
BA,14,F,0,481.8,523.1,563.9,627.3,580.0,G
